CAMPAÑA,STATUS,OP,OC,BUYER,SUPPLIER,CATEGORIA,PRODUCTO,PROYECT,FACTURA,QTY,UM,CUR,AMOUNT,AMOUNT USD ,PAYMENT TERM,INCOTERM,MODE,TYPE,COUNTRY ORIGIN,POL,POD,CTNR QTY,CTNR TYPE,BULKS,CARGO READY,CP OPENNING,QUOTE REQUEST DATE,ASSIGMENT DATE,FFW,NAVIERA / AEROLINEA,BOOKING,CNTR NR,PICK UP DATE,ATD,WEEK ATD,B/L- AWB,NAVE,ATA,WEEK ATA,INSURANCE HPER,INSURANCE POLICY DATE,DEPOT,AG. ADUANA,Orden,FECHA IE,FECHA NUM DAM,DAM,FECHA DESCARGA,FECHA TARJA,FECHA LEVANTE,FECHA INSPECCION SENASA,FECHA LIBERACION SENASA,FECHA VCTO SOBRESTADIA,TRANSP LIMA (T1),FECHA RETIRO (T1),GR T1 ,TRANSP TRUX (T2),FECHA ENTREGA BASE T2 (T1),WEEK BASE LIMA,PUNTO DE LLEGADA,FECHA INICIO DE VIAJE  (T2),FECHA FIN DE VIAJE (T2),WEEK TRUX,FECHA CONFIRMACION RECEPCION,GR T2 ,GR HORTIFRUT,WEEK NECESIDAD,CP OBSERVACIONES,OC2,,
2023-2024,LIQUIDADO,23-071-HPER,4700002862-1,TATIANA,LEGRO,SUSTRATOS,SUSTRATO LEGRO LB 07PFINE,,23HOR7477,24.00,BOL,EUR,"9,987.00","10,985.70",0,CFR,SEA,FCL/FCL,PAISES BAJOS,ROTTERDAM,CALLAO,1,40 HC,24,,1/6/2023,NA,NA,DIRECTO,HAPAG,,TCNU7713307,,24/6/2023,25,HLCURTM230601965,CMA CGM JACQUES JOSEPH,28/7/2023,30,SI,30/6/2023,IMUPESA,AVM,682,16/7/2023,24/7/2023,118-2023-10-277299-01-0-00,29/7/2023,30/7/2023,28/7/2023,2/8/2023,8/8/2023,18/8/2023,AVM,9/8/2023,T001-549,GUZMAN,9/8/2023,32,FUNDO ARMONIA,,14/8/2023,33,22/8/2023,13/8/2023,EG07-00000112,,Carga completada.Quedó en CP. sin booking [23-077-HPER/4700002862-1/TCNU7713307],4700002862-1,,
2023-2024,LIQUIDADO,23-072-HPER,4700002862-2,TATIANA,LEGRO,SUSTRATOS,SUSTRATO LEGRO LB 07PFINE,,23HOR6872,24.00,BOL,EUR,"9,987.00","10,985.70",0,CFR,SEA,FCL/FCL,PAISES BAJOS,ROTTERDAM,CALLAO,1,40 HC,24,,1/6/2023,NA,NA,DIRECTO,HAPAG,,CAIU9420834,,24/6/2023,25,HLCURTM230641704,CMA CGM JACQUES JOSEPH,28/7/2023,30,SI,30/6/2023,IMUPESA,AVM,683,16/7/2023,24/7/2023,118-2023-10-277966-01-7-00,29/7/2023,30/7/2023,28/7/2023,2/8/2023,8/8/2023,18/8/2023,AVM,10/8/2023,T001-550,GUZMAN,10/8/2023,32,FUNDO ARMONIA,,15/8/2023,33,22/8/2023,14/8/2023,EG07-00000114,,Carga completada. Faltó en CP Booking.[23-077-HPER/4700002862-2/CAIU9420834],4700002862-2,,
2023-2024,LIQUIDADO,23-072-HPER,4700002862-2,TATIANA,LEGRO,SUSTRATOS,SUSTRATO LEGRO LB 07PFINE,,23HOR6872,24.00,BOL,EUR,"9,987.00","10,985.70",0,CFR,SEA,FCL/FCL,PAISES BAJOS,ROTTERDAM,CALLAO,1,40 HC,24,,1/6/2023,NA,NA,DIRECTO,HAPAG,,TLLU5279358,,24/6/2023,25,HLCURTM230641704,CMA CGM JACQUES JOSEPH,28/7/2023,30,SI,30/6/2023,IMUPESA,AVM,683,16/7/2023,24/7/2023,118-2023-10-277966-01-7-00,29/7/2023,30/7/2023,28/7/2023,2/8/2023,8/8/2023,18/8/2023,AVM,10/8/2023,T001-553,GUZMAN,10/8/2023,32,FUNDO ARMONIA,,15/8/2023,33,22/8/2023,14/8/2023,EG07-00000113,,Carga completada. Faltó en CP Booking [23-077-HPER/4700002862-2/TLLU5279358],4700002862-2,,
2023-2024,LIQUIDADO,23-072-HPER,4700002862-2,TATIANA,LEGRO,SUSTRATOS,SUSTRATO LEGRO LB 07PFINE,,23HOR6872,24.00,BOL,EUR,"9,987.00","10,985.70",0,CFR,SEA,FCL/FCL,PAISES BAJOS,ROTTERDAM,CALLAO,1,40 HC,24,,1/6/2023,NA,NA,DIRECTO,HAPAG,,HLBU2533235,,24/6/2023,25,HLCURTM230641704,CMA CGM JACQUES JOSEPH,28/7/2023,30,SI,30/6/2023,IMUPESA,AVM,683,16/7/2023,24/7/2023,118-2023-10-277966-01-7-00,29/7/2023,30/7/2023,28/7/2023,2/8/2023,8/8/2023,18/8/2023,AVM,10/8/2023,T001-551,GUZMAN,10/8/2023,32,FUNDO ARMONIA,,15/8/2023,33,22/8/2023,14/8/2023,EG07-00000117,,Carga completada. Faltó en CP Booking [23-077-HPER/4700002862-2/HLBU2533235],4700002862-2,,
2023-2024,LIQUIDADO,23-072-HPER,4700002862-2,TATIANA,LEGRO,SUSTRATOS,SUSTRATO LEGRO LB 07PFINE,,23HOR6872,24.00,BOL,EUR,"9,987.00","10,985.70",0,CFR,SEA,FCL/FCL,PAISES BAJOS,ROTTERDAM,CALLAO,1,40 HC,24,,1/6/2023,NA,NA,DIRECTO,HAPAG,,HLXU8337140,,24/6/2023,25,HLCURTM230641704,CMA CGM JACQUES JOSEPH,28/7/2023,30,SI,30/6/2023,IMUPESA,AVM,683,16/7/2023,24/7/2023,118-2023-10-277966-01-7-00,29/7/2023,30/7/2023,28/7/2023,2/8/2023,8/8/2023,18/8/2023,AVM,10/8/2023,T001-552,GUZMAN,10/8/2023,32,FUNDO ARMONIA,,15/8/2023,33,22/8/2023,14/8/2023,EG07-00000118,,Carga completada. Faltó en CP Booking [23-077-HPER/4700002862-2/HLXU8337140],4700002862-2,,
2023-2024,LIQUIDADO,23-073-HPER,4700002858-1,OMAR,PROMISOL,AGQ,PROMI CALFOR,-,F/23225,"40,000.00",KG,EUR,"149,380.00","164,318.00",90,EXW,SEA,FCL/FCL,ESPAÑA,BARCELONA,CALLAO,1,20 ST,20,,29/5/2023,24/5/2023,26/5/2023,FORBIS,CMA CGM,,TEMU5400480,,10/6/2023,23,FBME2306477/1,CMA CGM NEVA,9/7/2023,27,SI,12/6/2023,IMUPESA,PASOC,81285,28/6/2023,7/7/2023,118-2023-10-255449-01-1-00,9/7/2023,9/7/2023,9/7/2023,NA,NA,,PASOC,13/7/2023,T001-7768,GUZMAN,13/7/2023,28,FUNDO ARMONIA,,25/7/2023,30,27/7/2023,24/7/2023,EG07-00000089,,"carga completada.Quedó en cp sin etiquetas,BOOKING, diferencia de Incoterm en cp fcl en planilla EXW.[23-073-HPER/4700002858/TEMU5400480]",4700002858-1,,
2023-2024,LIQUIDADO,23-073-HPER,4700002858-1,OMAR,PROMISOL,AGQ,CYTOLAN,-,F/ 23225,"2,000.00",KG,EUR,"22,116.00","24,327.60",90,EXW,SEA,FCL/FCL,ESPAÑA,BARCELONA,CALLAO,1,20 ST,17,,29/5/2023,24/5/2023,26/5/2023,FORBIS,CMA CGM,,FCIU6239040,,10/6/2023,23,FBME2306477/1,CMA CGM NEVA,9/7/2023,27,SI,12/6/2023,IMUPESA,PASOC,81285,28/6/2023,7/7/2023,118-2023-10-255449-01-1-00,9/7/2023,9/7/2023,9/7/2023,NA,NA,,PASOC,13/7/2023,T001-7768,GUZMAN,13/7/2023,28,FUNDO ARMONIA,,25/7/2023,30,27/7/2023,24/7/2023,EG07-00000091,,"carga completada.Quedó en cp sin etiquetas,BOOKING, diferencia de Incoterm en cp fcl en planilla EXW.[23-073-HPER/4700002858/FCIU6239040]",4700002858-1,,
2023-2024,LIQUIDADO,23-074-HPER,PEA23W1901,TATIANA,HFCH,PLANTAS,PLANTAS DE ARANDANO,-,,,,,,,,,PENDIENTE,,,,,,,,,,,,,,,,,,52,,,,52,,,,AVM,,,,,,,,PENDIENTE,PENDIENTE,,,,,,,52,,,,0,,,,,PENDIENTE,PEA23W1901,,
2023-2024,LIQUIDADO,23-075-HPER,PEA2710101,CORPORATIVO,HFMX,MAQUINARIAS,LINEA COSECHA DIRECTA 1 (CHAO),-,2023-230501,6.00,UN,USD,"53,566.99","53,566.99",90,CIF,SEA,FCL/FCL,MEXICO,MANZANILLO,CALLAO,1,40 HC,6,,NA,NA,NA,DIRECTO,COSCO,6357644421,TGBU9306131,27/5/2023,15/6/2023,24,S00045425,CSCL WINTER 047E,24/6/2023,25,NO,4/10/2023,IMUPESA,LIP,9319,20/6/2023,26/6/2023,118-23-30-000099-01-0-00,24/6/2023,25/6/2023,5/7/2023,5/7/2023,5/7/2023,8/7/2023,NA,6/7/2023,NA,,NA,#¡VALOR!,FUNDO ARMONIA,,7/7/2023,27,,6/7/2023,,,,PEA2710101,,
2023-2024,LIQUIDADO,23-075-HPER,PEA2710101,CORPORATIVO,HFMX,MAQUINARIAS,LINEA COSECHA DIRECTA 2 (CHAO),-,2023-230502,5.00,UN,USD,"50,320.41","50,320.41",90,CIF,SEA,FCL/FCL,MEXICO,MANZANILLO,CALLAO,1,40 HC,5,,NA,NA,NA,DIRECTO,COSCO,6357644421,CSNU6921804,27/5/2023,15/6/2023,24,S00045425,CSCL WINTER 047E,24/6/2023,25,NO,NA,IMUPESA,LIP,9319,20/6/2023,26/6/2023,118-23-30-000099-01-0-00,24/6/2023,25/6/2023,5/7/2023,5/7/2023,5/7/2023,8/7/2023,NA,6/7/2023,NA,,NA,#¡VALOR!,FUNDO ARMONIA,,7/7/2023,27,,6/7/2023,,,,PEA2710101,,
2023-2024,LIQUIDADO,23-076-HPER,4700002863,MELANIE,AGROGENIUS,EQP & INST,BAXLOS,-,2023052501,14.00,UN,USD,"16,974.59","16,974.59",0,DDP,AIR,AIR,,,LIMA,-,-,1,,NA,NA,NA,NA,UPS,,NA,5/6/2023,9/6/2023,23,1ZW012W90436308167 ,,9/6/2023,23,NO,,,UPS,NA,,13/6/2023,235-2023-10-082902-01-3-00,9/6/2023,9/6/2023,13/6/2023,NA,NA,,NA,,,,NA,#¡VALOR!,,,3/7/2023,27,7/7/2023,2/7/2023,,,NA,4700002863,,
2023-2024,LIQUIDADO,23-077-HPER,4700002875,MELANIE,INTRALOX,SPAREPARTS,RPTOS VARIOS PARA FAJAS TRANSPORTADORAS ,-,2941399,51.00,UN,USD,"5,948.93","5,948.93",0,FCA,AIR,AIR,USA,MIAMI,LIMA,NA,NA,1,18/7/2023,NA,19/7/2023,26/7/2023,AIRSEALOG,NORTHERN,,,31/7/2023,9/8/2023,32,HMIA23003098,,9/8/2023,32,SI,8/8/2023,SHOHIN,LIP,12038,8/8/2023,8/8/2023,235-2023-10-112761-01-1-00,9/8/2023,9/8/2023,10/8/2023,NA,NA,,LIP,11/8/2023,T001-869,AGERSA,11/8/2023,32,PACKING SALAVERRY,,19/8/2023,33,21/8/2023,18/8/2023,EG07-00000119,,NA,4700002875,,
2023-2024,LIQUIDADO,23-078-HPER,4700002869,OMAR,PROINECO,AGQ,PROIN ORGANIC,-,1-230046,"18,000.00",LT,EUR,"16,200.00","17,820.00",60,EXW,SEA,FCL/FCL,ESPAÑA,ALGECIRAS,CALLAO,1,20 ST,18,16/6/2023,1/6/2023,9/6/2023,9/6/2023,FORBIS,CMA CGM,IBC1086279,TEMU1082457,22/6/2023,29/6/2023,26,ME2307165/1,CMA CGM PREGOLIA 0LIBWS1MA,7/8/2023,32,SI,6/7/2023,IMUPESA,PASOC,83794,26/7/2023,4/8/2023,118-2023-10-295440-01-3-00,8/8/2023,8/8/2023,7/8/2023,NA,NA,21/8/2023,PASOC,11/8/2023,T001-9555,GUZMAN,11/8/2023,32,FUNDO ARMONIA,,22/8/2023,34,28/8/2023,21/8/2023,EG07-00000123,,"Carga completada. Falta en CP. booking,etiquetas[23-078-HPER/4700002869/BEAU2182370]",4700002869,,
2023-2024,LIQUIDADO,23-078-HPER,4700002877,OMAR,PROINECO,AGQ,PROIN ORGANIC,-,1-230046,"18,000.00",LT,EUR,"16,200.00","17,820.00",60,EXW,SEA,FCL/FCL,ESPAÑA,ALGECIRAS,CALLAO,1,20 ST,18,16/6/2023,9/6/2023,9/6/2023,9/6/2023,FORBIS,CMA CGM,IBC1086279,BEAU2182370,22/6/2023,29/6/2023,26,ME2307165/1,CMA CGM PREGOLIA 0LIBWS1MA,7/8/2023,32,SI,6/7/2023,IMUPESA,PASOC,83794,26/7/2023,4/8/2023,118-2023-10-295440-01-3-00,8/8/2023,8/8/2023,7/8/2023,NA,NA,21/8/2023,PASOC,11/8/2023,T001-9553,GUZMAN,11/8/2023,32,FUNDO ARMONIA,,21/8/2023,34,22/8/2023,20/8/2023,EG07-00000122,,"Carga completada.Quedó en CP. sin booking,etiquetas[23-078-HPER/4700002877/TEMU1082457]",4700002877,,
2023-2024,LIQUIDADO,23-079-HPER,4700002871,OMAR,PROMISOL,AGQ,CYTO FLOW,-,F-23242,"1,000.00",KG,EUR,"10,600.00","11,660.00",90,EXW,SEA,LCL/LCL,ESPAÑA,BARCELONA,CALLAO, - ,,2,1/6/2023,1/6/2023,6/6/2023,9/6/2023,AIRSEALOG,CMA CGM,,TCLU6271311,13/6/2023,24/6/2023,25,012023061181,AS ANNE 0LISMS1MA,23/7/2023,29,SI,26/6/2023,VILLAS OQUENDO,PASOC,82635,13/7/2023,21/7/2023,118-2023-10-275945-01-2-00,23/7/2023,24/7/2023,23/7/2023,NA,NA,,PASOC,31/7/2023,T001-8676,AGERSA,31/7/2023,31,FUNDO ARMONIA,,10/8/2023,32,14/8/2023,9/8/2023,EG07-00000105,,carga completada. Quedó en CP. sin booking [23-079-HPER/4700002871/TCLU6271311],4700002871,,
2023-2024,LIQUIDADO,23-080-HPER,4700002870,OMAR,BIOCONSUL,AGQ,ORGANCAB K (ABONO ORGANICO),-,BE015/23,"20,000.00",KG,EUR,"15,500.00","17,050.00",60,EXW,SEA,FCL/FCL,ESPAÑA,VALENCIA,CALLAO,1,40 HC,20,16/6/2023,1/6/2023,2/6/2023,9/6/2023,FORBIS,CMA CGM,,TCNU3101767,22/6/2023,28/6/2023,26,FBME2307380/1,CAPE CITIUS,28/7/2023,30,SI,23/6/2023,IMUPESA,PASOC,82645,16/7/2023,26/7/2023,118-2023-10-281827-01-8-00,29/7/2023,29/7/2023,28/7/2023,NA,NA,10/8/2023,PASOC,3/8/2023,T001-8934,GUZMAN,3/8/2023,31,,,5/8/2023,31,7/8/2023,4/8/2023,EG07-00000103,,"Carga completada. Quedó en CP. sin Ag. de Carga, sin booking[23-080-HPER/4700002870/TCNU3101767]",4700002870,,
2023-2024,LIQUIDADO,23-081-HPER,4700002867,OMAR,EDEN,AGQ,DISPER CHLOROPHYL,-,2023-1525,280.00,KG,EUR,"7,340.00","8,074.00",90,EXW,SEA,LCL/LCL,ESPAÑA,VALENCIA,CALLAO, - ,NA,1,8/6/2023,9/6/2023,6/6/2023,9/6/2023,FORBIS,CMA CGM,,TCNU6993991,13/6/2023,19/6/2023,25,FB2301019520111,CMA CGM VOLTAIRE,16/7/2023,28,SI,19/6/2023,ALFOSAC,PASOC,81524,6/7/2023,14/7/2023,118-2023-10-266442-01-1-00,16/7/2023,17/7/2023,16/7/2023,NA,NA,3/8/2023,PASOC,25/7/2023,T001-8407,AGERSA,25/7/2023,30,FUNDO ARMONIA,,10/8/2023,32,10/8/2023,9/8/2023,EG07-00000093,,carga completada.Quedó en CP. sin booking[23-081-HPER/4700002867/TCNU6993991],4700002867,,
2023-2024,LIQUIDADO,23-082-HPER,PEA2710101,CORPORATIVO,HFMX,MAQUINARIAS,HEAT SEALER (TERMOSELLADORA),-,2023-070601,7.00,UN,USD,"356,352.92","356,352.92",90,CIF,SEA,FCL/FCL,MEXICO,MANZANILLO,CALLAO,1,40 HC,7,,NA,NA,NA,DIRECTO,ONE,MEXD13773500,GCXU5424920,,7/7/2023,27,S00045592,MANZANILLO EXPRESS 2324 ,14/7/2023,28,NO,NA,IMUPESA,LIP,9574,26/6/2023,13/7/2023, 118-2023-20-000181-01-5-00,15/7/2023,16/7/2023,25/5/2023,NA,NA,21/7/2023,NA,26/7/2023,,LIP,NA,#¡VALOR!,PACKING SALAVERRY,,31/7/2023,31,,31/7/2023,,,NA,PEA2710101,,
2023-2024,LIQUIDADO,23-083-HPER,4700002882,GONZALO,MARVAR,SPAREPARTS,PROBETA CILINDRICA,-,658,1.00,UN,USD,367.00,367.00,0,DAP,AIR,AIR,COLOMBIA,LONDON,LIMA, - , - ,1,,NA,,,DIRECTO,DHL,,,21/6/2023,21/6/2023,25,3206954096,,22/6/2023,25,NO,NA,DHL,DHL,NA,,22/2/2023,235-23-28-690448-10-4-00,22/2/2023,22/2/2023,22/2/2023,NA,NA,,NA,23/6/2023,,DHL,NA,#¡VALOR!,,,26/6/2023,26,17/7/2023,25/6/2023,,,NA,4700002882,,
2023-2024,LIQUIDADO,23-084-HPER,4700002884,MELANIE,AAMS,SPAREPARTS,KIT DE CALIBRACION,,VD2023-06-0039,9.00,UN,EUR,"11,054.50","12,159.95",0,DAP,AIR,AIR,BELGICA,LIMA,LIMA,-,NA,1,3/7/2023,NA,,,NA,DHL,,,3/7/2023,4/7/2023,27,4176128003,,7/7/2023,27,NO,NA,DHL,LIP,9973,4/7/2023,4/7/2023,235-2023-10-094158-01-2-00,4/7/2023,4/7/2023,5/7/2023,NA,NA,,,7/7/2023,NA,DHL,NA,#¡VALOR!,,,11/7/2023,28,18/7/2023,10/7/2023,,,NA,4700002884,,
2023-2024,LIQUIDADO,23-085-HPER,4700002893,MELANIE,UNITEC,SPAREPARTS,RPTOS VARIOS PARA MAQUINA CALIBRADORA DE ARANDANOS,-,158,6.00,UN,EUR,412.40,453.64,0,EXW,AIR,AIR,CHILE,SANTIAGO,LIMA,-,,1,,NA,4/7/2023,7/7/2023,AIRSEALOG,KOREAN,,,20/7/2023,23/7/2023,29,180-12551733,KE8274,23/7/2023,29,SI,21/7/2023,SHOHIN,LIP,11046,21/7/2023,21/7/2023,235-2023-10-104224-01-9-00,23/7/2023,23/7/2023,24/7/2023,NA,NA,,LIP,25/7/2023,T001-729,AGERSA,25/7/2023,30,PACKING CHAO,,26/7/2023,30,27/7/2023,25/7/2023,EG07-00000094,,NA,4700002893,,
2023-2024,LIQUIDADO,23-085-HPER,4700002898,MELANIE,UNITEC,SPAREPARTS,RPTOS VARIOS PARA MAQUINA CALIBRADORA DE ARANDANOS,,157,9.00,UN,EUR,"4,480.41","4,928.45",0,EXW,AIR,AIR,CHILE,SANTIAGO,LIMA,,,1,,NA,4/7/2023,7/7/2023,AIRSEALOG,KOREAN,,,20/7/2023,23/7/2023,29,180-12551733,KE8274,23/7/2023,29,SI,21/7/2023,SHOHIN,LIP,11046,21/7/2023,21/7/2023,235-2023-10-104224-01-9-00,23/7/2023,23/7/2023,24/7/2023,NA,NA,,LIP,25/7/2023,T001-729,AGERSA,25/7/2023,30,PACKING SALAVERRY,,26/7/2023,30,27/7/2023,25/7/2023,EG07-00000095,,NA,4700002898,,
2023-2024,LIQUIDADO,23-086-HPER,4700002853,GERMAN,UNITEC,SPAREPARTS,REPOSICION,-,,42.00,UN,USD,42.00,42.00,0,DDP,AIR,AIR,CHILE,,LIMA,,,1,,NA,NA,NA,FEDEX,FEDEX,772530300117,,,22/6/2023,25,772530300117,,1/7/2023,26,NO,NA,SCHARFF,SCHARFF,,,,,,,,NA,5/7/2023,,,,,FEDEX,,52,,,3/7/2023,27,,6/7/2023,,,NA,4700002853,,
2023-2024,LIQUIDADO,23-087-HPER,4700002837-1,MELANIE,SMARTPACK,SPAREPARTS,RPTOS VARIOS PARA MAQUINA HEAT SEALER,-,136,34.00,UN,USD,"9,976.80","9,976.80",30,EXW,AIR,AIR,CHILE,SANTIAGO,LIMA,NA,NA,1,,NA,30/6/2023,,FORBIS,JETSMART,,,11/7/2023,13/7/2023,28,PELIM23116B,,13/7/2023,28,SI,12/7/2023,ALFOSAC,LIP,10470,12/7/2023,12/7/2023,235-2023-10-098799-01-2-00,13/7/2023,13/7/2023,13/7/2023,NA,NA,,LIP,15/7/2023,T001-652,AGERSA,15/7/2023,28,PACKING SALAVERRY,,26/7/2023,30,26/7/2023,25/7/2023,EG07-00000086,,NA,4700002837-1,,
2023-2024,LIQUIDADO,23-088-HPER,4700002913,MELANIE,BELLPARK,SPAREPARTS,RESORTE INOX VTF 2x18x210mm,-,8258,4.00,UN,USD,512.14,512.14,0,DPU,AIR,AIR,CANADA,BRITISH COLUMBI,LIMA,-,NA,1,,NA,NA,NA,,DHL,,,24/7/2023,25/7/2023,30,2041830206,DHL COURIER,26/7/2023,30,NO,,DHL,DHL,NA,NA,26/7/2023,235-2023-28-00864610-10-7-00,26/7/2023,26/7/2023,26/7/2023,NA,NA,,,,,,,52,,,27/7/2023,30,,26/7/2023,,,NA,4700002913,,
2023-2024,LIQUIDADO,23-089-HPER,4700002912,MELANIE,UNITEC,SPAREPARTS,VENTILADOR FILTRO,-,162,3.00,UN,EUR,227.81,250.59,0,EXW,AIR,AIR,CHILE,SANTIAGO,LIMA,,,1,27/9/2023,NA,27/9/2023,3/10/2023,FORBIS,JETSMART,,,23/10/2023,24/10/2023,43,S2310102172,,24/10/2023,43,SI,23/10/2023,SHOHIN,LIP,16521,23/10/2023,23/10/2023,235-2023-10-153890-01-9-00,,,,NA,NA,,LIP,25/10/2023,T001-1328,GUZMAN,25/10/2023,43,PACKING SALAVERRY,13/11/2023,14/11/2023,46,15/11/2023,,EG07-00000166,,NA,4700002912,,
2023-2024,LIQUIDADO,23-089-HPER,4700002959,MELANIE,UNITEC,SPAREPARTS,RPTOS VARIOS PARA MAQUINA CALIBRADORA DE ARANDANOS,-,161,21.00,UN,EUR,"2,905.20","3,195.72",0,EXW,AIR,AIR,CHILE,SANTIAGO,LIMA,,,-,27/9/2023,NA,27/9/2023,3/10/2023,FORBIS,JETSMART,,,23/10/2023,24/10/2023,43,S2310102172,,24/10/2023,43,SI,23/10/2023,SHOHIN,LIP,16521,23/10/2023,23/10/2023,235-2023-10-153890-01-9-00,,,,NA,NA,,LIP,25/10/2023,,GUZMAN,,52,,,14/11/2023,46,,,,,NA,4700002959,,
2023-2024,LIQUIDADO,23-089-HPER,4700002973,GONZALO,UNITEC,SPAREPARTS,CABLE USB ADAPTADOR,-,167,1.00,UN,EUR,20.25,22.28,0,EXW,AIR,AIR,CHILE,SANTIAGO,LIMA,,,1,27/9/2023,NA,27/9/2023,3/10/2023,FORBIS,JETSMART,,,23/10/2023,24/10/2023,43,S2310102172,,24/10/2023,43,SI,23/10/2023,SHOHIN,LIP,16521,23/10/2023,23/10/2023,235-2023-10-153890-01-9-00,,,,NA,NA,,LIP,25/10/2023,,GUZMAN,,52,,,14/11/2023,46,,,,,NA,4700002973,,
2023-2024,LIQUIDADO,23-089-HPER,4700003151,TATIANA,UNITEC,SPAREPARTS,BIDON ACEITE LUBRICANTE,-,166,2.00,UN,EUR,293.76,323.14,0,EXW,AIR,AIR,CHILE,SANTIAGO,LIMA,,,-,27/9/2023,NA,27/9/2023,3/10/2023,FORBIS,JETSMART,,,23/10/2023,24/10/2023,43,S2310102172,,24/10/2023,43,SI,23/10/2023,SHOHIN,LIP,16521,23/10/2023,23/10/2023,235-2023-10-153890-01-9-00,,,,NA,NA,,LIP,25/10/2023,,GUZMAN,,52,,,14/11/2023,46,,,,,NA,4700003151,,
2023-2024,LIQUIDADO,23-090-HPER,4700002888,MELANIE,EARIS,SPAREPARTS,REEMP. ETIQUETADORA DOBLE,-,2023FV-0206,1.00,UN,EUR,"51,672.00","56,839.20",0,EXW,AIR,AIR,ESPAÑA,MADRID,LIMA,,,,,NA,23/8/2023,6/9/2023,FORBIS,AIR CANADA,,,12/9/2023,23/9/2023,38,MAD224467,,25/9/2023,39,SI,22/3/2023,TALMA,LIP,14962,22/9/2023,22/9/2023,235-2023-10-137674-01-3-00,25/9/2023,25/9/2023,,NA,NA,,LIP,28/9/2023,T001-1154,AGERSA,28/9/2023,39,PACKING CHAO,29/9/2023,30/9/2023,39,16/10/2023,,EG07-00000144,,NA,4700002888,,
2023-2024,LIQUIDADO,23-091-HPER,4700002920,OMAR,BIOCONSUL,AGQ,ORGANCAB K (ABONO ORGANICO),-,BE017/23,"20,000.00",KG,EUR,"15,000.00","16,500.00",60,EXW,SEA,FCL/FCL,ESPAÑA,VALENCIA,CALLAO,1,40 HC,20,,26/7/2023,19/7/2023,20/7/2023,AIRSEALOG,CMA CGM,IBC1101054,RFCU4051104,,2/8/2023,31,PAEM015674,CMA CGM BEIRA 0LIC2S1MA,27/8/2023,34,SI,3/8/2023,IMUPESA,PASOC,85096,16/7/2023,24/8/2023,118-2023-10-322473-01-7-00,27/8/2023,28/8/2023,27/8/2023,NA,NA,9/9/2023,PASOC,31/8/2023,T001-10581,GUZMAN,31/8/2023,35,FUNDO ARMONIA,,6/9/2023,36,6/9/2023,#¡VALOR!,EG07-00000128,,Carga completada. ok[23-091-HPER/4700002920/RFCU4051104],4700002920,,
2023-2024,LIQUIDADO,23-092-HPER,4700002891,TATIANA,HF GENETICS,PLANTAS,IMPERIAL,-,7020000087 / 7020000123,"165,100.00",UN,USD,"321,945.00","321,945.00",30,CFR,AIR,AIR,CHILE,SANTIAGO,LIMA,NA,NA,6,,NA,,,DIRECTO,KOREAN,,,,31/7/2023,31,180-12553881,,31/7/2023,31,SI,1/8/2023,SAASA,AVM,752,1/8/2023,3/8/2023,235-2023-10-110203-01-1-00,31/7/2023,31/7/2023,3/8/2023,9/8/2023,9/8/2023,,AVM,10/8/2023,T001-557,,NA,#¡VALOR!,VIVERO ILUSION,,11/8/2023,32,4/9/2023,10/8/2023,,,NA,4700002891,,
2022-2023,LIQUIDADO,23-093-HPER,4700002926,GONZALO,AZUD,EQP & INST,CONTROLADOR + HELIX AUTOM,-,FVM23-001008,1.00,UN,USD,"5,646.22","5,646.22",90,EXW,AIR,AIR,ESPAÑA,MADRID,LIMA,NA,NA,1,,NA,31/7/2023,7/8/2023,FORBIS,LAN,,,11/8/2023,17/8/2023,33,P23PM0826085,,17/8/2023,33,SI,16/8/2023,SHOHIN,LIP,12582,16/8/2023,16/8/2023,235-2023-10-117388-01-5-00,17/8/2023,17/8/2023,18/8/2023,NA,NA,,LIP,21/8/2023,T001-902,AGERSA,21/8/2023,34,FUNDO ARMONIA,,1/9/2023,35,,31/8/2023,EG07-00000126,,NA,4700002926,,
2022-2023,LIQUIDADO,23-094-HPER,,,ONETHIRD,EQP & INST,SPECTROFOTOMETRO,SAMPLE,NA,1.00,UN,EUR,500.00,550.00,0,DDP,AIR,AIR,PAISES BAJOS,AMSTERDAM,LIMA,-,-,1,,NA,,,DHL,,,,25/7/2023,25/7/2023,30,2891607983,,27/7/2023,30,NO,NA,DHL,LIP,,,27/7/2023,235-2023-28-00877064-10-6-00,27/7/2023,27/7/2023,27/7/2023,NA,NA,,,29/7/2023,,DHL,,52,PACKING SALAVERRY,,1/8/2023,31,,29/7/2023,,,NA,0,,
2023-2024,LIQUIDADO,23-095-HPER,4700002933,GONZALO,RITEC,EQP & INST,EQUIPOS Y REPUESTOS VARIOS,-,23-681,6.00,UN,USD,"3,499.98","3,499.98",0,EXW,AIR,AIR,ESPAÑA,MADRID,LIMA,NA,NA,1,7/8/2023,NA,1/8/2023,4/8/2023,AIRSEALOG,PLUS ULTRA,,,9/8/2023,21/8/2023,34,1346532,,21/8/2023,34,SI,17/8/2023,ALFOSAC,LIP,12648,17/8/2023,17/8/2023,235-2023-10-118045-01-4-00,21/8/2023,21/8/2023,,NA,NA,,LIP,23/8/2023,T001-924,AGERSA,23/8/2023,34,FUNDO ARMONIA,,1/9/2023,35,5/9/2023,31/8/2023,EG07-00000127,,NA,4700002933,,
